player_id,name,url
000011000000000,石井　秋雄,https://npb.jp/bis/players/41143874.html
000011000000001,木村　忠雄,https://npb.jp/bis/players/01303895.html
000011000000002,塩瀬　盛道,https://npb.jp/bis/players/71673801.html
000011000000003,竹内　愛一,https://npb.jp/bis/players/91393893.html
000011000000004,長尾　貞利,https://npb.jp/bis/players/41743878.html
000011000000005,朴　賢明,https://npb.jp/bis/players/71973878.html
000011000000006,松本　太,https://npb.jp/bis/players/91593894.html
000011000000007,湯浅　芳彰,https://npb.jp/bis/players/31233892.html
000011000000008,劉　瀬章,https://npb.jp/bis/players/21023876.html
000011000000009,渡辺　時信,https://npb.jp/bis/players/91093895.html
000011190112105,浜崎　真二,https://npb.jp/bis/players/31533894.html
000011190210027,湯浅　禎夫,https://npb.jp/bis/players/23623801.html
000011190701011,木下　博喜,https://npb.jp/bis/players/91793872.html
000011190707236,宮武　三郎,https://npb.jp/bis/players/03503872.html
000011190710281,黒田　健吾,https://npb.jp/bis/players/71973872.html
000011190803019,若林　忠志,https://npb.jp/bis/players/13913872.html
000011190901196,水原　茂,https://npb.jp/bis/players/93593872.html
000011190907203,田中　義雄,https://npb.jp/bis/players/21723874.html
000011191001191,苅田　久徳,https://npb.jp/bis/players/51753872.html
000011191002116,松浦　一義,https://npb.jp/bis/players/03303872.html
000011191007170,大橋　棣,https://npb.jp/bis/players/51353895.html
000011191011104,西村　幸生,https://npb.jp/bis/players/31033874.html
000011191105045,古谷　倉之助,https://npb.jp/bis/players/43143872.html
000011191201035,平川　喜代美,https://npb.jp/bis/players/53153872.html
000011191203110,岩本　義行,https://npb.jp/bis/players/41143891.html
000011191204016,前川　八郎,https://npb.jp/bis/players/33333872.html
000011191207034,中村　三郎,https://npb.jp/bis/players/21923874.html
000011191209010,青柴　憲一,https://npb.jp/bis/players/51153872.html
000011191209081,亀田　忠,https://npb.jp/bis/players/91393876.html
000011191301277,横沢　七郎,https://npb.jp/bis/players/83783872.html
000011191301315,畑福　俊英,https://npb.jp/bis/players/41843872.html
000011191308071,北井　正雄,https://npb.jp/bis/players/61763872.html
000011191311182,鈴木　芳太郎,https://npb.jp/bis/players/21523876.html
000011191401170,石原　繁三,https://npb.jp/bis/players/71373872.html
000011191402057,山田　伝,https://npb.jp/bis/players/61463874.html
000011191402080,浅岡　三郎,https://npb.jp/bis/players/71173872.html
000011191402082,桜井　正三,https://npb.jp/bis/players/01003872.html
000011191403031,加藤　正二,https://npb.jp/bis/players/61363878.html
000011191405270,大石　綱,https://npb.jp/bis/players/91393874.html
000011191407154,納家　米吉,https://npb.jp/bis/players/91793876.html
000011191407240,有村　家斉,https://npb.jp/bis/players/51153805.html
000011191409091,金子　裕,https://npb.jp/bis/players/31733872.html
000011191412166,松本　操,https://npb.jp/bis/players/41243874.html
000011191501025,古川　正男,https://npb.jp/bis/players/51253874.html
000011191504012,鈴木　鶴雄,https://npb.jp/bis/players/71773874.html
000011191504126,森井　茂,https://npb.jp/bis/players/63563872.html
000011191505296,森　弘太郎,https://npb.jp/bis/players/01403874.html
000011191507201,景浦　将,https://npb.jp/bis/players/61563872.html
000011191508236,松元　三彦,https://npb.jp/bis/players/21223874.html
000011191508311,菊矢　吉男,https://npb.jp/bis/players/41743872.html
000011191509285,浜崎　忠治,https://npb.jp/bis/players/51553894.html
000011191510010,浅野　勝三郎,https://npb.jp/bis/players/91193872.html
000011191510250,石田　光彦,https://npb.jp/bis/players/51353872.html
000011191601050,赤根谷　飛雄太郎,https://npb.jp/bis/players/31133896.html
