試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/03/16,東京ドーム,阪神 vs ドジャース,2021031082,https://baseball.yahoo.co.jp/npb/game/2021031082/index,試合終了,プレシーズンゲーム,その他
2025/03/16,東京ドーム,巨人 vs カブス,2021031083,https://baseball.yahoo.co.jp/npb/game/2021031083/index,試合終了,プレシーズンゲーム,その他
2025/03/16,神宮,ヤクルト vs オリックス,2021029991,https://baseball.yahoo.co.jp/npb/game/2021029991/index,試合中止,オープン戦,交流戦
2025/03/16,横浜,DeNA vs 楽天,2021029992,https://baseball.yahoo.co.jp/npb/game/2021029992/index,試合中止,オープン戦,交流戦
2025/03/16,マツダスタジアム,広島 vs ロッテ,2021029994,https://baseball.yahoo.co.jp/npb/game/2021029994/index,試合終了,オープン戦,交流戦
2025/03/16,みずほPayPay,ソフトバンク vs 日本ハム,2021029995,https://baseball.yahoo.co.jp/npb/game/2021029995/index,試合終了,オープン戦,パ・リーグ
2025/03/16,バンテリンドーム,中日 vs 西武,2021029993,https://baseball.yahoo.co.jp/npb/game/2021029993/index,試合終了,オープン戦,交流戦
2025/03/16,ベルーナドーム,西武 vs オイシックス,2021030470,https://baseball.yahoo.co.jp/npb/game/2021030470/index,試合終了,イ・リーグ,その他
2025/03/16,鎌スタ,日本ハム vs ロッテ,2021030471,https://baseball.yahoo.co.jp/npb/game/2021030471/index,試合中止,イ・リーグ,パ・リーグ
2025/03/16,Gタウン,巨人 vs 楽天,2021030472,https://baseball.yahoo.co.jp/npb/game/2021030472/index,試合中止,イ・リーグ,交流戦
2025/03/16,横須賀,DeNA vs ヤクルト,2021030473,https://baseball.yahoo.co.jp/npb/game/2021030473/index,試合中止,イ・リーグ,セ・リーグ
2025/03/16,ちゅ～る,くふうハヤテ vs オリックス,2021030032,https://baseball.yahoo.co.jp/npb/game/2021030032/index,試合中止,ウ・リーグ,その他
2025/03/16,ＳＧＬ,阪神 vs 広島,2021030033,https://baseball.yahoo.co.jp/npb/game/2021030033/index,試合中止,ウ・リーグ,セ・リーグ
2025/03/16,タマスタ筑後,ソフトバンク vs 中日,2021030034,https://baseball.yahoo.co.jp/npb/game/2021030034/index,試合終了,ウ・リーグ,交流戦
