試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/10/21,アイビー,DeNA vs 斗山,2021038023,https://baseball.yahoo.co.jp/npb/game/2021038023/index,試合終了,フェニックスリーグ,その他
2025/10/21,生目第二,オリックス vs ソフトバンク,2021038024,https://baseball.yahoo.co.jp/npb/game/2021038024/index,試合終了,フェニックスリーグ,パ・リーグ
2025/10/21,ひむか,オイシックス vs 巨人,2021038025,https://baseball.yahoo.co.jp/npb/game/2021038025/index,試合終了,フェニックスリーグ,その他
2025/10/21,SOKKEN,日本ハム vs くふうハヤテ,2021038026,https://baseball.yahoo.co.jp/npb/game/2021038026/index,試合中止,フェニックスリーグ,その他
2025/10/21,西都,日本独立リーグ選抜 vs ハンファ,2021038027,https://baseball.yahoo.co.jp/npb/game/2021038027/index,試合終了,フェニックスリーグ,その他
2025/10/21,都城,阪神 vs ロッテ,2021038028,https://baseball.yahoo.co.jp/npb/game/2021038028/index,試合終了,フェニックスリーグ,交流戦
2025/10/21,日向,楽天 vs 中日,2021038029,https://baseball.yahoo.co.jp/npb/game/2021038029/index,試合終了,フェニックスリーグ,交流戦
2025/10/21,天福,ヤクルト vs 広島,2021038030,https://baseball.yahoo.co.jp/npb/game/2021038030/index,試合終了,フェニックスリーグ,セ・リーグ
2025/10/21,南郷,四国IL選抜 vs 西武,2021038031,https://baseball.yahoo.co.jp/npb/game/2021038031/index,試合終了,フェニックスリーグ,その他
