試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/04/16,東京ドーム,巨人 vs DeNA,2021029131,https://baseball.yahoo.co.jp/npb/game/2021029131/index,試合終了,セ・リーグ,セ・リーグ
2025/04/16,マツダスタジアム,広島 vs 中日,2021029132,https://baseball.yahoo.co.jp/npb/game/2021029132/index,試合終了,セ・リーグ,セ・リーグ
2025/04/16,ZOZOマリン,ロッテ vs 日本ハム,2021029133,https://baseball.yahoo.co.jp/npb/game/2021029133/index,試合終了,パ・リーグ,パ・リーグ
2025/04/16,京セラD大阪,オリックス vs 西武,2021029134,https://baseball.yahoo.co.jp/npb/game/2021029134/index,試合終了,パ・リーグ,パ・リーグ
2025/04/16,みずほPayPay,ソフトバンク vs 楽天,2021029135,https://baseball.yahoo.co.jp/npb/game/2021029135/index,試合終了,パ・リーグ,パ・リーグ
2025/04/16,ロッテ,ロッテ vs 楽天,2021030562,https://baseball.yahoo.co.jp/npb/game/2021030562/index,試合終了,イ・リーグ,パ・リーグ
2025/04/16,戸田,ヤクルト vs DeNA,2021030561,https://baseball.yahoo.co.jp/npb/game/2021030561/index,試合終了,イ・リーグ,セ・リーグ
2025/04/16,鎌スタ,日本ハム vs 西武,2021030563,https://baseball.yahoo.co.jp/npb/game/2021030563/index,試合終了,イ・リーグ,パ・リーグ
2025/04/16,杉本商事BS,オリックス vs 中日,2021030102,https://baseball.yahoo.co.jp/npb/game/2021030102/index,試合終了,ウ・リーグ,交流戦
2025/04/16,ちゅ～る,くふうハヤテ vs 巨人,2021030103,https://baseball.yahoo.co.jp/npb/game/2021030103/index,試合終了,ファーム交流戦,その他
