試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/08/23,東京ドーム,巨人 vs DeNA,2021029725,https://baseball.yahoo.co.jp/npb/game/2021029725/index,試合終了,セ・リーグ,セ・リーグ
2025/08/23,神宮,ヤクルト vs 阪神,2021029726,https://baseball.yahoo.co.jp/npb/game/2021029726/index,試合終了,セ・リーグ,セ・リーグ
2025/08/23,マツダスタジアム,広島 vs 中日,2021029727,https://baseball.yahoo.co.jp/npb/game/2021029727/index,試合終了,セ・リーグ,セ・リーグ
2025/08/23,エスコンF,日本ハム vs ソフトバンク,2021029728,https://baseball.yahoo.co.jp/npb/game/2021029728/index,試合終了,パ・リーグ,パ・リーグ
2025/08/23,楽天モバイル,楽天 vs オリックス,2021029729,https://baseball.yahoo.co.jp/npb/game/2021029729/index,試合終了,パ・リーグ,パ・リーグ
2025/08/23,ZOZOマリン,ロッテ vs 西武,2021029730,https://baseball.yahoo.co.jp/npb/game/2021029730/index,試合終了,パ・リーグ,パ・リーグ
2025/08/23,森林どり泉,楽天 vs オイシックス,2021030903,https://baseball.yahoo.co.jp/npb/game/2021030903/index,試合終了,イ・リーグ,その他
2025/08/23,ロッテ,ロッテ vs DeNA,2021030905,https://baseball.yahoo.co.jp/npb/game/2021030905/index,試合終了,イ・リーグ,交流戦
2025/08/23,鎌スタ,日本ハム vs 巨人,2021030902,https://baseball.yahoo.co.jp/npb/game/2021030902/index,試合終了,イ・リーグ,交流戦
2025/08/23,ベルーナドーム,西武 vs ヤクルト,2021030904,https://baseball.yahoo.co.jp/npb/game/2021030904/index,試合終了,イ・リーグ,交流戦
2025/08/23,ほっと神戸,オリックス vs ソフトバンク,2021030381,https://baseball.yahoo.co.jp/npb/game/2021030381/index,試合終了,ウ・リーグ,パ・リーグ
2025/08/23,ＳＧＬ,阪神 vs 広島,2021030382,https://baseball.yahoo.co.jp/npb/game/2021030382/index,試合終了,ウ・リーグ,セ・リーグ
2025/08/23,浜松,中日 vs くふうハヤテ,2021030380,https://baseball.yahoo.co.jp/npb/game/2021030380/index,試合終了,ウ・リーグ,その他
