試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/03/12,静岡,楽天 vs ヤクルト,2021029974,https://baseball.yahoo.co.jp/npb/game/2021029974/index,試合中止,オープン戦,交流戦
2025/03/12,ベルーナドーム,西武 vs 阪神,2021029975,https://baseball.yahoo.co.jp/npb/game/2021029975/index,試合終了,オープン戦,交流戦
2025/03/12,ZOZOマリン,ロッテ vs 日本ハム,2021029976,https://baseball.yahoo.co.jp/npb/game/2021029976/index,試合終了,オープン戦,パ・リーグ
2025/03/12,横浜,DeNA vs 広島,2021029977,https://baseball.yahoo.co.jp/npb/game/2021029977/index,試合終了,オープン戦,セ・リーグ
2025/03/12,バンテリンドーム,中日 vs オリックス,2021029978,https://baseball.yahoo.co.jp/npb/game/2021029978/index,試合終了,オープン戦,交流戦
2025/03/12,みずほPayPay,ソフトバンク vs 巨人,2021029979,https://baseball.yahoo.co.jp/npb/game/2021029979/index,試合終了,オープン戦,交流戦
2025/03/12,ロッテ,ロッテ vs オイシックス,2021031069,https://baseball.yahoo.co.jp/npb/game/2021031069/index,試合終了,イ・リーグ春季教育リーグ,その他
2025/03/12,鎌スタ,日本ハム vs DeNA,2021031079,https://baseball.yahoo.co.jp/npb/game/2021031079/index,試合終了,イ・リーグ春季教育リーグ,交流戦
2025/03/12,タマスタ筑後,ソフトバンク vs くふうハヤテ,2021031056,https://baseball.yahoo.co.jp/npb/game/2021031056/index,試合終了,ウ・リーグ春季教育リーグ,その他
2025/03/12,ナゴヤ球場,中日 vs 阪神,2021031076,https://baseball.yahoo.co.jp/npb/game/2021031076/index,試合終了,ウ・リーグ春季教育リーグ,セ・リーグ
2025/03/12,杉本商事BS,オリックス vs 広島,2021031077,https://baseball.yahoo.co.jp/npb/game/2021031077/index,試合終了,ウ・リーグ春季教育リーグ,交流戦
