試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/08/30,神宮,ヤクルト vs 広島,2021029758,https://baseball.yahoo.co.jp/npb/game/2021029758/index,試合終了,セ・リーグ,セ・リーグ
2025/08/30,横浜,DeNA vs 中日,2021029759,https://baseball.yahoo.co.jp/npb/game/2021029759/index,試合終了,セ・リーグ,セ・リーグ
2025/08/30,甲子園,阪神 vs 巨人,2021029760,https://baseball.yahoo.co.jp/npb/game/2021029760/index,試合終了,セ・リーグ,セ・リーグ
2025/08/30,エスコンF,日本ハム vs 楽天,2021029761,https://baseball.yahoo.co.jp/npb/game/2021029761/index,試合終了,パ・リーグ,パ・リーグ
2025/08/30,ベルーナドーム,西武 vs オリックス,2021029762,https://baseball.yahoo.co.jp/npb/game/2021029762/index,試合終了,パ・リーグ,パ・リーグ
2025/08/30,ZOZOマリン,ロッテ vs ソフトバンク,2021029763,https://baseball.yahoo.co.jp/npb/game/2021029763/index,試合終了,パ・リーグ,パ・リーグ
2025/08/30,ロッテ,ロッテ vs 巨人,2021030922,https://baseball.yahoo.co.jp/npb/game/2021030922/index,試合終了,イ・リーグ,交流戦
2025/08/30,戸田,ヤクルト vs 日本ハム,2021030923,https://baseball.yahoo.co.jp/npb/game/2021030923/index,試合終了,イ・リーグ,交流戦
2025/08/30,南魚沼,西武 vs 楽天,2021030925,https://baseball.yahoo.co.jp/npb/game/2021030925/index,試合終了,イ・リーグ,パ・リーグ
2025/08/30,横須賀,DeNA vs オイシックス,2021030924,https://baseball.yahoo.co.jp/npb/game/2021030924/index,試合終了,イ・リーグ,その他
2025/08/30,ほっと神戸,オリックス vs 中日,2021030396,https://baseball.yahoo.co.jp/npb/game/2021030396/index,試合終了,ウ・リーグ,交流戦
2025/08/30,タマスタ筑後,ソフトバンク vs 広島,2021030398,https://baseball.yahoo.co.jp/npb/game/2021030398/index,試合終了,ウ・リーグ,交流戦
2025/08/30,丸亀,阪神 vs くふうハヤテ,2021030397,https://baseball.yahoo.co.jp/npb/game/2021030397/index,試合終了,ウ・リーグ,その他
