試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/05/18,東京ドーム,巨人 vs 中日,2021029286,https://baseball.yahoo.co.jp/npb/game/2021029286/index,試合終了,セ・リーグ,セ・リーグ
2025/05/18,甲子園,阪神 vs 広島,2021029288,https://baseball.yahoo.co.jp/npb/game/2021029288/index,試合終了,セ・リーグ,セ・リーグ
2025/05/18,神宮,ヤクルト vs DeNA,2021029287,https://baseball.yahoo.co.jp/npb/game/2021029287/index,試合終了,セ・リーグ,セ・リーグ
2025/05/18,ベルーナドーム,西武 vs オリックス,2021029289,https://baseball.yahoo.co.jp/npb/game/2021029289/index,試合終了,パ・リーグ,パ・リーグ
2025/05/18,ZOZOマリン,ロッテ vs 日本ハム,2021029290,https://baseball.yahoo.co.jp/npb/game/2021029290/index,試合終了,パ・リーグ,パ・リーグ
2025/05/18,みずほPayPay,ソフトバンク vs 楽天,2021029291,https://baseball.yahoo.co.jp/npb/game/2021029291/index,試合終了,パ・リーグ,パ・リーグ
2025/05/18,函館,日本ハム vs 楽天,2021030661,https://baseball.yahoo.co.jp/npb/game/2021030661/index,試合終了,イ・リーグ,パ・リーグ
2025/05/18,袖ケ浦,ロッテ vs ヤクルト,2021030660,https://baseball.yahoo.co.jp/npb/game/2021030660/index,試合終了,イ・リーグ,交流戦
2025/05/18,カーミニーク,西武 vs DeNA,2021030662,https://baseball.yahoo.co.jp/npb/game/2021030662/index,試合終了,イ・リーグ,交流戦
2025/05/18,八王子,巨人 vs オイシックス,2021030663,https://baseball.yahoo.co.jp/npb/game/2021030663/index,試合終了,イ・リーグ,その他
2025/05/18,蒲郡,中日 vs 阪神,2021030178,https://baseball.yahoo.co.jp/npb/game/2021030178/index,試合終了,ウ・リーグ,セ・リーグ
2025/05/18,東大阪,オリックス vs 広島,2021030179,https://baseball.yahoo.co.jp/npb/game/2021030179/index,試合終了,ウ・リーグ,交流戦
2025/05/18,タマスタ筑後,ソフトバンク vs くふうハヤテ,2021030180,https://baseball.yahoo.co.jp/npb/game/2021030180/index,試合終了,ウ・リーグ,その他
