試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/05/16,東京ドーム,巨人 vs 中日,2021029274,https://baseball.yahoo.co.jp/npb/game/2021029274/index,試合終了,セ・リーグ,セ・リーグ
2025/05/16,神宮,ヤクルト vs DeNA,2021029275,https://baseball.yahoo.co.jp/npb/game/2021029275/index,試合終了,セ・リーグ,セ・リーグ
2025/05/16,甲子園,阪神 vs 広島,2021029276,https://baseball.yahoo.co.jp/npb/game/2021029276/index,試合終了,セ・リーグ,セ・リーグ
2025/05/16,ベルーナドーム,西武 vs オリックス,2021029277,https://baseball.yahoo.co.jp/npb/game/2021029277/index,試合終了,パ・リーグ,パ・リーグ
2025/05/16,ZOZOマリン,ロッテ vs 日本ハム,2021029278,https://baseball.yahoo.co.jp/npb/game/2021029278/index,試合終了,パ・リーグ,パ・リーグ
2025/05/16,みずほPayPay,ソフトバンク vs 楽天,2021029279,https://baseball.yahoo.co.jp/npb/game/2021029279/index,試合終了,パ・リーグ,パ・リーグ
2025/05/16,ロッテ,ロッテ vs ヤクルト,2021030653,https://baseball.yahoo.co.jp/npb/game/2021030653/index,試合終了,イ・リーグ,交流戦
2025/05/16,カーミニーク,西武 vs DeNA,2021030654,https://baseball.yahoo.co.jp/npb/game/2021030654/index,試合終了,イ・リーグ,交流戦
2025/05/16,Gタウン,巨人 vs オイシックス,2021030655,https://baseball.yahoo.co.jp/npb/game/2021030655/index,試合終了,イ・リーグ,その他
2025/05/16,ナゴヤ球場,中日 vs 阪神,2021030172,https://baseball.yahoo.co.jp/npb/game/2021030172/index,試合終了,ウ・リーグ,セ・リーグ
2025/05/16,杉本商事BS,オリックス vs 広島,2021030173,https://baseball.yahoo.co.jp/npb/game/2021030173/index,試合終了,ウ・リーグ,交流戦
2025/05/16,タマスタ筑後,ソフトバンク vs くふうハヤテ,2021030174,https://baseball.yahoo.co.jp/npb/game/2021030174/index,ノーゲーム,ウ・リーグ,その他
