試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/05/22,横浜,DeNA vs 中日,2021029303,https://baseball.yahoo.co.jp/npb/game/2021029303/index,試合終了,セ・リーグ,セ・リーグ
2025/05/22,甲子園,阪神 vs 巨人,2021029304,https://baseball.yahoo.co.jp/npb/game/2021029304/index,試合終了,セ・リーグ,セ・リーグ
2025/05/22,マツダスタジアム,広島 vs ヤクルト,2021029305,https://baseball.yahoo.co.jp/npb/game/2021029305/index,試合終了,セ・リーグ,セ・リーグ
2025/05/22,エスコンF,日本ハム vs ソフトバンク,2021029306,https://baseball.yahoo.co.jp/npb/game/2021029306/index,試合終了,パ・リーグ,パ・リーグ
2025/05/22,楽天モバイル,楽天 vs 西武,2021029307,https://baseball.yahoo.co.jp/npb/game/2021029307/index,試合終了,パ・リーグ,パ・リーグ
2025/05/22,京セラD大阪,オリックス vs ロッテ,2021029308,https://baseball.yahoo.co.jp/npb/game/2021029308/index,試合終了,パ・リーグ,パ・リーグ
2025/05/22,森林どり泉,楽天 vs 巨人,2021030670,https://baseball.yahoo.co.jp/npb/game/2021030670/index,試合中止,イ・リーグ,交流戦
2025/05/22,横須賀,DeNA vs オイシックス,2021030671,https://baseball.yahoo.co.jp/npb/game/2021030671/index,試合終了,イ・リーグ,その他
2025/05/22,ちゅ～る,くふうハヤテ vs 広島,2021030187,https://baseball.yahoo.co.jp/npb/game/2021030187/index,試合終了,ウ・リーグ,その他
2025/05/22,ＳＧＬ,阪神 vs オリックス,2021030188,https://baseball.yahoo.co.jp/npb/game/2021030188/index,試合終了,ウ・リーグ,交流戦
2025/05/22,タマスタ筑後,ソフトバンク vs 中日,2021030189,https://baseball.yahoo.co.jp/npb/game/2021030189/index,試合終了,ウ・リーグ,交流戦
