試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/04/06,東京ドーム,巨人 vs 阪神,2021029085,https://baseball.yahoo.co.jp/npb/game/2021029085/index,試合終了,セ・リーグ,セ・リーグ
2025/04/06,神宮,ヤクルト vs 中日,2021029086,https://baseball.yahoo.co.jp/npb/game/2021029086/index,試合終了,セ・リーグ,セ・リーグ
2025/04/06,マツダスタジアム,広島 vs DeNA,2021029087,https://baseball.yahoo.co.jp/npb/game/2021029087/index,試合終了,セ・リーグ,セ・リーグ
2025/04/06,エスコンF,日本ハム vs オリックス,2021029088,https://baseball.yahoo.co.jp/npb/game/2021029088/index,試合終了,パ・リーグ,パ・リーグ
2025/04/06,みずほPayPay,ソフトバンク vs 西武,2021029090,https://baseball.yahoo.co.jp/npb/game/2021029090/index,試合終了,パ・リーグ,パ・リーグ
2025/04/06,ZOZOマリン,ロッテ vs 楽天,2021029089,https://baseball.yahoo.co.jp/npb/game/2021029089/index,試合終了,パ・リーグ,パ・リーグ
2025/04/06,ロッテ,ロッテ vs DeNA,2021030534,https://baseball.yahoo.co.jp/npb/game/2021030534/index,試合終了,イ・リーグ,交流戦
2025/04/06,ハードオフ新潟,オイシックス vs 西武,2021030535,https://baseball.yahoo.co.jp/npb/game/2021030535/index,試合終了,イ・リーグ,その他
2025/04/06,楽天モバイル,楽天 vs ヤクルト,2021030536,https://baseball.yahoo.co.jp/npb/game/2021030536/index,試合終了,イ・リーグ,交流戦
2025/04/06,鎌スタ,日本ハム vs 巨人,2021030537,https://baseball.yahoo.co.jp/npb/game/2021030537/index,試合終了,イ・リーグ,交流戦
2025/04/06,由宇,広島 vs オリックス,2021030086,https://baseball.yahoo.co.jp/npb/game/2021030086/index,試合終了,ウ・リーグ,交流戦
2025/04/06,ＳＧＬ,阪神 vs 中日,2021030085,https://baseball.yahoo.co.jp/npb/game/2021030085/index,試合終了,ウ・リーグ,セ・リーグ
2025/04/06,タマスタ筑後,ソフトバンク vs くふうハヤテ,2021030087,https://baseball.yahoo.co.jp/npb/game/2021030087/index,試合終了,ウ・リーグ,その他
