試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/04/20,バンテリンドーム,中日 vs DeNA,2021029152,https://baseball.yahoo.co.jp/npb/game/2021029152/index,試合終了,セ・リーグ,セ・リーグ
2025/04/20,甲子園,阪神 vs 広島,2021029153,https://baseball.yahoo.co.jp/npb/game/2021029153/index,試合終了,セ・リーグ,セ・リーグ
2025/04/20,神宮,ヤクルト vs 巨人,2021029151,https://baseball.yahoo.co.jp/npb/game/2021029151/index,試合終了,セ・リーグ,セ・リーグ
2025/04/20,楽天モバイル,楽天 vs ロッテ,2021029154,https://baseball.yahoo.co.jp/npb/game/2021029154/index,試合終了,パ・リーグ,パ・リーグ
2025/04/20,ベルーナドーム,西武 vs ソフトバンク,2021029155,https://baseball.yahoo.co.jp/npb/game/2021029155/index,試合終了,パ・リーグ,パ・リーグ
2025/04/20,京セラD大阪,オリックス vs 日本ハム,2021029156,https://baseball.yahoo.co.jp/npb/game/2021029156/index,試合終了,パ・リーグ,パ・リーグ
2025/04/20,ロッテ,ロッテ vs ヤクルト,2021030575,https://baseball.yahoo.co.jp/npb/game/2021030575/index,試合終了,イ・リーグ,交流戦
2025/04/20,Gタウン,巨人 vs 西武,2021030574,https://baseball.yahoo.co.jp/npb/game/2021030574/index,試合終了,イ・リーグ,交流戦
2025/04/20,鎌スタ,日本ハム vs オイシックス,2021030576,https://baseball.yahoo.co.jp/npb/game/2021030576/index,試合終了,イ・リーグ,その他
2025/04/20,平塚,DeNA vs 楽天,2021030577,https://baseball.yahoo.co.jp/npb/game/2021030577/index,試合終了,イ・リーグ,交流戦
2025/04/20,ナゴヤ球場,中日 vs くふうハヤテ,2021030111,https://baseball.yahoo.co.jp/npb/game/2021030111/index,試合終了,ウ・リーグ,その他
2025/04/20,ＳＧＬ,阪神 vs 広島,2021030112,https://baseball.yahoo.co.jp/npb/game/2021030112/index,試合終了,ウ・リーグ,セ・リーグ
2025/04/20,タマスタ筑後,ソフトバンク vs オリックス,2021030113,https://baseball.yahoo.co.jp/npb/game/2021030113/index,試合終了,ウ・リーグ,パ・リーグ
