試合日,開催地,対戦カード,game_id,URL,試合状態,試合種別,種別
2025/07/02,横浜,DeNA vs 中日,2021029490,https://baseball.yahoo.co.jp/npb/game/2021029490/index,試合終了,セ・リーグ,セ・リーグ
2025/07/02,甲子園,阪神 vs 巨人,2021029491,https://baseball.yahoo.co.jp/npb/game/2021029491/index,試合終了,セ・リーグ,セ・リーグ
2025/07/02,マツダスタジアム,広島 vs ヤクルト,2021029492,https://baseball.yahoo.co.jp/npb/game/2021029492/index,試合終了,セ・リーグ,セ・リーグ
2025/07/02,楽天モバイル,楽天 vs ロッテ,2021029493,https://baseball.yahoo.co.jp/npb/game/2021029493/index,試合終了,パ・リーグ,パ・リーグ
2025/07/02,みずほPayPay,ソフトバンク vs 日本ハム,2021029495,https://baseball.yahoo.co.jp/npb/game/2021029495/index,試合終了,パ・リーグ,パ・リーグ
2025/07/02,那覇,西武 vs オリックス,2021029494,https://baseball.yahoo.co.jp/npb/game/2021029494/index,試合終了,パ・リーグ,パ・リーグ
2025/07/02,森林どり泉,楽天 vs ロッテ,2021030789,https://baseball.yahoo.co.jp/npb/game/2021030789/index,試合終了,イ・リーグ,パ・リーグ
2025/07/02,鎌スタ,日本ハム vs オイシックス,2021030790,https://baseball.yahoo.co.jp/npb/game/2021030790/index,試合終了,イ・リーグ,その他
2025/07/02,Gタウン,巨人 vs ヤクルト,2021030791,https://baseball.yahoo.co.jp/npb/game/2021030791/index,試合終了,イ・リーグ,セ・リーグ
2025/07/02,横須賀,DeNA vs 西武,2021030792,https://baseball.yahoo.co.jp/npb/game/2021030792/index,試合終了,イ・リーグ,交流戦
2025/07/02,ナゴヤ球場,中日 vs 広島,2021030276,https://baseball.yahoo.co.jp/npb/game/2021030276/index,試合終了,ウ・リーグ,セ・リーグ
2025/07/02,ちゅ～る,くふうハヤテ vs オリックス,2021030275,https://baseball.yahoo.co.jp/npb/game/2021030275/index,試合終了,ウ・リーグ,その他
2025/07/02,タマスタ筑後,ソフトバンク vs 阪神,2021030277,https://baseball.yahoo.co.jp/npb/game/2021030277/index,試合終了,ウ・リーグ,交流戦
